pair,long,short,activation,buffer,bl_n,bl_gross_wr,bl_net_wr,bl_avg_gross,bl_avg_net,bl_avg_hold,st_n,st_gross_wr,st_net_wr,st_avg_gross,st_avg_net,st_avg_hold,n_fired,pct_fired,n_unnecessary,pct_unnecessary,net_improvement
NATGAS/COPPER,NATGAS,COPPER,1.5,0.1,36,0.8611,0.7222,0.035,0.0191,126.4,61,0.6721,0.6393,0.0144,0.0062,56.7,39,63.9,25,64.1,-0.013
NATGAS/COPPER,NATGAS,COPPER,1.5,0.2,36,0.8611,0.7222,0.035,0.0191,126.4,61,0.6557,0.623,0.0194,0.0106,62.3,34,55.7,21,61.8,-0.0086
NATGAS/COPPER,NATGAS,COPPER,1.5,0.3,36,0.8611,0.7222,0.035,0.0191,126.4,60,0.6833,0.6167,0.0258,0.0162,68.8,29,48.3,20,69.0,-0.0029
NATGAS/COPPER,NATGAS,COPPER,1.5,0.5,36,0.8611,0.7222,0.035,0.0191,126.4,53,0.5849,0.5472,0.0142,0.0034,80.5,24,45.3,18,75.0,-0.0157
NATGAS/COPPER,NATGAS,COPPER,1.5,0.75,36,0.8611,0.7222,0.035,0.0191,126.4,49,0.6531,0.6122,0.0236,0.0112,94.4,14,28.6,12,85.7,-0.0079
NATGAS/COPPER,NATGAS,COPPER,1.25,0.1,36,0.8611,0.7222,0.035,0.0191,126.4,55,0.7273,0.6909,0.0132,0.005,56.1,37,67.3,25,67.6,-0.0141
NATGAS/COPPER,NATGAS,COPPER,1.25,0.2,36,0.8611,0.7222,0.035,0.0191,126.4,55,0.7273,0.6545,0.0197,0.0108,62.7,31,56.4,21,67.7,-0.0083
NATGAS/COPPER,NATGAS,COPPER,1.25,0.3,36,0.8611,0.7222,0.035,0.0191,126.4,55,0.6727,0.6182,0.0174,0.0081,66.3,30,54.5,20,66.7,-0.011
NATGAS/COPPER,NATGAS,COPPER,1.25,0.5,36,0.8611,0.7222,0.035,0.0191,126.4,55,0.6545,0.5818,0.0188,0.0087,73.4,26,47.3,18,69.2,-0.0104
NATGAS/COPPER,NATGAS,COPPER,1.25,0.75,36,0.8611,0.7222,0.035,0.0191,126.4,48,0.625,0.5625,0.014,0.0023,88.1,19,39.6,15,78.9,-0.0168
NATGAS/COPPER,NATGAS,COPPER,1.0,0.1,36,0.8611,0.7222,0.035,0.0191,126.4,45,0.8,0.6667,0.0189,0.0091,71.2,27,60.0,18,66.7,-0.01
NATGAS/COPPER,NATGAS,COPPER,1.0,0.2,36,0.8611,0.7222,0.035,0.0191,126.4,45,0.7778,0.6667,0.0202,0.0101,74.3,24,53.3,16,66.7,-0.0091
NATGAS/COPPER,NATGAS,COPPER,1.0,0.3,36,0.8611,0.7222,0.035,0.0191,126.4,45,0.7333,0.6667,0.024,0.0135,78.3,20,44.4,15,75.0,-0.0057
NATGAS/COPPER,NATGAS,COPPER,1.0,0.5,36,0.8611,0.7222,0.035,0.0191,126.4,45,0.6889,0.6222,0.0218,0.0106,83.8,18,40.0,14,77.8,-0.0085
NATGAS/COPPER,NATGAS,COPPER,1.0,0.75,36,0.8611,0.7222,0.035,0.0191,126.4,45,0.6889,0.6,0.0226,0.0105,91.8,15,33.3,11,73.3,-0.0086
NATGAS/COPPER,NATGAS,COPPER,0.75,0.1,36,0.8611,0.7222,0.035,0.0191,126.4,42,0.8095,0.7143,0.0268,0.0154,85.2,22,52.4,17,77.3,-0.0037
NATGAS/COPPER,NATGAS,COPPER,0.75,0.2,36,0.8611,0.7222,0.035,0.0191,126.4,42,0.8571,0.7857,0.0303,0.0186,89.0,18,42.9,13,72.2,-0.0006
NATGAS/COPPER,NATGAS,COPPER,0.75,0.3,36,0.8611,0.7222,0.035,0.0191,126.4,42,0.8571,0.7619,0.0287,0.0167,91.5,17,40.5,12,70.6,-0.0025
NATGAS/COPPER,NATGAS,COPPER,0.75,0.5,36,0.8611,0.7222,0.035,0.0191,126.4,42,0.8333,0.7143,0.0318,0.0193,95.7,12,28.6,8,66.7,0.0001
NATGAS/COPPER,NATGAS,COPPER,0.75,0.75,36,0.8611,0.7222,0.035,0.0191,126.4,42,0.7381,0.6429,0.0291,0.0164,98.0,10,23.8,6,60.0,-0.0027
NATGAS/COPPER,NATGAS,COPPER,0.5,0.1,36,0.8611,0.7222,0.035,0.0191,126.4,39,0.7692,0.6667,0.0233,0.0104,99.1,20,51.3,16,80.0,-0.0087
NATGAS/COPPER,NATGAS,COPPER,0.5,0.2,36,0.8611,0.7222,0.035,0.0191,126.4,39,0.7949,0.7179,0.0263,0.0133,100.3,16,41.0,14,87.5,-0.0059
NATGAS/COPPER,NATGAS,COPPER,0.5,0.3,36,0.8611,0.7222,0.035,0.0191,126.4,39,0.8205,0.7179,0.0273,0.014,102.5,14,35.9,12,85.7,-0.0051
NATGAS/COPPER,NATGAS,COPPER,0.5,0.5,36,0.8611,0.7222,0.035,0.0191,126.4,39,0.8462,0.7436,0.033,0.0194,106.2,9,23.1,7,77.8,0.0002
NATGAS/COPPER,NATGAS,COPPER,0.5,0.75,36,0.8611,0.7222,0.035,0.0191,126.4,39,0.8718,0.7179,0.0336,0.0195,110.2,7,17.9,5,71.4,0.0004
NATGAS/BRENT,NATGAS,BRENT,1.5,0.1,26,0.8077,0.8077,0.0285,0.0139,114.7,42,0.5952,0.5714,0.0108,0.003,53.4,25,59.5,12,48.0,-0.011
NATGAS/BRENT,NATGAS,BRENT,1.5,0.2,26,0.8077,0.8077,0.0285,0.0139,114.7,42,0.619,0.5952,0.0168,0.0082,60.3,20,47.6,10,50.0,-0.0057
NATGAS/BRENT,NATGAS,BRENT,1.5,0.3,26,0.8077,0.8077,0.0285,0.0139,114.7,42,0.5714,0.5476,0.0164,0.0073,64.3,19,45.2,10,52.6,-0.0066
NATGAS/BRENT,NATGAS,BRENT,1.5,0.5,26,0.8077,0.8077,0.0285,0.0139,114.7,40,0.55,0.55,0.0173,0.0072,74.1,16,40.0,8,50.0,-0.0067
NATGAS/BRENT,NATGAS,BRENT,1.5,0.75,26,0.8077,0.8077,0.0285,0.0139,114.7,36,0.6111,0.6111,0.0147,0.0033,86.0,11,30.6,6,54.5,-0.0107
NATGAS/BRENT,NATGAS,BRENT,1.25,0.1,26,0.8077,0.8077,0.0285,0.0139,114.7,36,0.6389,0.5556,0.0084,0.0002,56.4,23,63.9,11,47.8,-0.0138
NATGAS/BRENT,NATGAS,BRENT,1.25,0.2,26,0.8077,0.8077,0.0285,0.0139,114.7,36,0.5833,0.5556,0.0073,-0.0012,59.0,21,58.3,9,42.9,-0.0152
NATGAS/BRENT,NATGAS,BRENT,1.25,0.3,26,0.8077,0.8077,0.0285,0.0139,114.7,36,0.6111,0.5556,0.0095,0.0004,64.7,19,52.8,8,42.1,-0.0136
NATGAS/BRENT,NATGAS,BRENT,1.25,0.5,26,0.8077,0.8077,0.0285,0.0139,114.7,36,0.6667,0.6667,0.0179,0.007,81.5,12,33.3,5,41.7,-0.007
NATGAS/BRENT,NATGAS,BRENT,1.25,0.75,26,0.8077,0.8077,0.0285,0.0139,114.7,34,0.6471,0.6471,0.0191,0.0075,87.5,10,29.4,3,30.0,-0.0065
NATGAS/BRENT,NATGAS,BRENT,1.0,0.1,26,0.8077,0.8077,0.0285,0.0139,114.7,33,0.6667,0.6364,0.0122,0.0025,69.8,21,63.6,12,57.1,-0.0114
NATGAS/BRENT,NATGAS,BRENT,1.0,0.2,26,0.8077,0.8077,0.0285,0.0139,114.7,33,0.697,0.6667,0.0145,0.0041,76.4,18,54.5,11,61.1,-0.0098
NATGAS/BRENT,NATGAS,BRENT,1.0,0.3,26,0.8077,0.8077,0.0285,0.0139,114.7,33,0.7273,0.6667,0.0165,0.0057,80.2,16,48.5,9,56.2,-0.0083
NATGAS/BRENT,NATGAS,BRENT,1.0,0.5,26,0.8077,0.8077,0.0285,0.0139,114.7,33,0.697,0.6667,0.019,0.0074,87.7,12,36.4,5,41.7,-0.0066
NATGAS/BRENT,NATGAS,BRENT,1.0,0.75,26,0.8077,0.8077,0.0285,0.0139,114.7,33,0.7273,0.7273,0.0235,0.0113,93.0,8,24.2,4,50.0,-0.0027
NATGAS/BRENT,NATGAS,BRENT,0.75,0.1,26,0.8077,0.8077,0.0285,0.0139,114.7,29,0.8276,0.7931,0.0192,0.0074,89.4,13,44.8,9,69.2,-0.0066
NATGAS/BRENT,NATGAS,BRENT,0.75,0.2,26,0.8077,0.8077,0.0285,0.0139,114.7,29,0.7931,0.7931,0.0173,0.0054,90.4,13,44.8,9,69.2,-0.0085
NATGAS/BRENT,NATGAS,BRENT,0.75,0.3,26,0.8077,0.8077,0.0285,0.0139,114.7,29,0.7931,0.7931,0.0176,0.0055,92.7,11,37.9,7,63.6,-0.0085
NATGAS/BRENT,NATGAS,BRENT,0.75,0.5,26,0.8077,0.8077,0.0285,0.0139,114.7,29,0.8276,0.7931,0.0194,0.0067,97.3,9,31.0,6,66.7,-0.0072
NATGAS/BRENT,NATGAS,BRENT,0.75,0.75,26,0.8077,0.8077,0.0285,0.0139,114.7,29,0.7586,0.7241,0.0185,0.0053,101.9,7,24.1,4,57.1,-0.0086
NATGAS/BRENT,NATGAS,BRENT,0.5,0.1,26,0.8077,0.8077,0.0285,0.0139,114.7,27,0.7778,0.7037,0.0161,0.0039,92.8,14,51.9,12,85.7,-0.01
NATGAS/BRENT,NATGAS,BRENT,0.5,0.2,26,0.8077,0.8077,0.0285,0.0139,114.7,27,0.7778,0.7407,0.0169,0.0043,96.9,12,44.4,10,83.3,-0.0096
NATGAS/BRENT,NATGAS,BRENT,0.5,0.3,26,0.8077,0.8077,0.0285,0.0139,114.7,27,0.8148,0.8148,0.019,0.0059,101.0,9,33.3,7,77.8,-0.008
NATGAS/BRENT,NATGAS,BRENT,0.5,0.5,26,0.8077,0.8077,0.0285,0.0139,114.7,27,0.8148,0.8148,0.0187,0.0053,104.2,7,25.9,6,85.7,-0.0086
NATGAS/BRENT,NATGAS,BRENT,0.5,0.75,26,0.8077,0.8077,0.0285,0.0139,114.7,27,0.8148,0.8148,0.0188,0.0052,106.1,5,18.5,5,100.0,-0.0088
NATGAS/COFFEE,NATGAS,COFFEE,1.5,0.1,39,0.7949,0.7692,0.0424,0.027,121.9,69,0.6377,0.5942,0.0214,0.0145,44.7,49,71.0,20,40.8,-0.0125
NATGAS/COFFEE,NATGAS,COFFEE,1.5,0.2,39,0.7949,0.7692,0.0424,0.027,121.9,69,0.6232,0.5362,0.0245,0.0164,56.3,41,59.4,16,39.0,-0.0107
NATGAS/COFFEE,NATGAS,COFFEE,1.5,0.3,39,0.7949,0.7692,0.0424,0.027,121.9,68,0.5882,0.5294,0.023,0.0139,64.5,38,55.9,16,42.1,-0.0131
NATGAS/COFFEE,NATGAS,COFFEE,1.5,0.5,39,0.7949,0.7692,0.0424,0.027,121.9,67,0.5373,0.5224,0.0274,0.0175,72.3,31,46.3,13,41.9,-0.0096
NATGAS/COFFEE,NATGAS,COFFEE,1.5,0.75,39,0.7949,0.7692,0.0424,0.027,121.9,58,0.5517,0.5345,0.0299,0.019,81.6,22,37.9,11,50.0,-0.0081
NATGAS/COFFEE,NATGAS,COFFEE,1.25,0.1,39,0.7949,0.7692,0.0424,0.027,121.9,60,0.7333,0.6167,0.0255,0.018,50.7,42,70.0,18,42.9,-0.0091
NATGAS/COFFEE,NATGAS,COFFEE,1.25,0.2,39,0.7949,0.7692,0.0424,0.027,121.9,60,0.6833,0.5833,0.0248,0.0168,55.2,40,66.7,18,45.0,-0.0103
NATGAS/COFFEE,NATGAS,COFFEE,1.25,0.3,39,0.7949,0.7692,0.0424,0.027,121.9,60,0.6667,0.5833,0.0252,0.0167,59.1,36,60.0,16,44.4,-0.0103
NATGAS/COFFEE,NATGAS,COFFEE,1.25,0.5,39,0.7949,0.7692,0.0424,0.027,121.9,60,0.6167,0.55,0.0255,0.0157,71.0,29,48.3,14,48.3,-0.0114
NATGAS/COFFEE,NATGAS,COFFEE,1.25,0.75,39,0.7949,0.7692,0.0424,0.027,121.9,58,0.5862,0.569,0.0304,0.0194,82.3,21,36.2,12,57.1,-0.0076
NATGAS/COFFEE,NATGAS,COFFEE,1.0,0.1,39,0.7949,0.7692,0.0424,0.027,121.9,53,0.7358,0.6792,0.0281,0.0196,60.0,37,69.8,20,54.1,-0.0075
NATGAS/COFFEE,NATGAS,COFFEE,1.0,0.2,39,0.7949,0.7692,0.0424,0.027,121.9,53,0.717,0.6604,0.0246,0.0158,62.5,36,67.9,19,52.8,-0.0113
NATGAS/COFFEE,NATGAS,COFFEE,1.0,0.3,39,0.7949,0.7692,0.0424,0.027,121.9,53,0.6604,0.6226,0.0246,0.0151,67.8,33,62.3,17,51.5,-0.0119
NATGAS/COFFEE,NATGAS,COFFEE,1.0,0.5,39,0.7949,0.7692,0.0424,0.027,121.9,53,0.6604,0.6038,0.0259,0.016,72.1,28,52.8,14,50.0,-0.011
NATGAS/COFFEE,NATGAS,COFFEE,1.0,0.75,39,0.7949,0.7692,0.0424,0.027,121.9,53,0.6604,0.6038,0.0292,0.0178,85.5,19,35.8,9,47.4,-0.0092
NATGAS/COFFEE,NATGAS,COFFEE,0.75,0.1,39,0.7949,0.7692,0.0424,0.027,121.9,50,0.8,0.76,0.0345,0.0244,74.1,29,58.0,17,58.6,-0.0027
NATGAS/COFFEE,NATGAS,COFFEE,0.75,0.2,39,0.7949,0.7692,0.0424,0.027,121.9,50,0.8,0.72,0.0318,0.0215,75.9,27,54.0,15,55.6,-0.0055
NATGAS/COFFEE,NATGAS,COFFEE,0.75,0.3,39,0.7949,0.7692,0.0424,0.027,121.9,50,0.76,0.68,0.034,0.0235,77.3,24,48.0,13,54.2,-0.0035
NATGAS/COFFEE,NATGAS,COFFEE,0.75,0.5,39,0.7949,0.7692,0.0424,0.027,121.9,50,0.68,0.66,0.031,0.0199,82.8,21,42.0,11,52.4,-0.0071
NATGAS/COFFEE,NATGAS,COFFEE,0.75,0.75,39,0.7949,0.7692,0.0424,0.027,121.9,50,0.7,0.66,0.0318,0.0203,86.7,18,36.0,10,55.6,-0.0067
NATGAS/COFFEE,NATGAS,COFFEE,0.5,0.1,39,0.7949,0.7692,0.0424,0.027,121.9,46,0.8261,0.7826,0.0395,0.0285,82.2,25,54.3,13,52.0,0.0015
NATGAS/COFFEE,NATGAS,COFFEE,0.5,0.2,39,0.7949,0.7692,0.0424,0.027,121.9,46,0.8043,0.7391,0.0375,0.0263,83.4,24,52.2,13,54.2,-0.0007
NATGAS/COFFEE,NATGAS,COFFEE,0.5,0.3,39,0.7949,0.7692,0.0424,0.027,121.9,46,0.8043,0.7391,0.0369,0.0256,85.1,22,47.8,13,59.1,-0.0014
NATGAS/COFFEE,NATGAS,COFFEE,0.5,0.5,39,0.7949,0.7692,0.0424,0.027,121.9,46,0.7609,0.7174,0.0375,0.0259,88.0,18,39.1,11,61.1,-0.0012
NATGAS/COFFEE,NATGAS,COFFEE,0.5,0.75,39,0.7949,0.7692,0.0424,0.027,121.9,46,0.7174,0.6957,0.0356,0.0237,90.9,15,32.6,8,53.3,-0.0034
NATGAS/SUGAR,NATGAS,SUGAR,1.5,0.1,35,0.8,0.6571,0.0248,0.007,144.5,62,0.5323,0.4839,0.0037,-0.0053,63.4,44,71.0,18,40.9,-0.0123
NATGAS/SUGAR,NATGAS,SUGAR,1.5,0.2,35,0.8,0.6571,0.0248,0.007,144.5,62,0.5806,0.5161,0.0098,-0.0002,72.8,37,59.7,16,43.2,-0.0072
NATGAS/SUGAR,NATGAS,SUGAR,1.5,0.3,35,0.8,0.6571,0.0248,0.007,144.5,58,0.569,0.5172,0.0079,-0.0031,82.8,31,53.4,15,48.4,-0.0101
NATGAS/SUGAR,NATGAS,SUGAR,1.5,0.5,35,0.8,0.6571,0.0248,0.007,144.5,55,0.5636,0.4909,0.0115,0.0003,83.9,26,47.3,13,50.0,-0.0067
NATGAS/SUGAR,NATGAS,SUGAR,1.5,0.75,35,0.8,0.6571,0.0248,0.007,144.5,53,0.5849,0.4717,0.0151,0.0025,96.7,19,35.8,11,57.9,-0.0045
NATGAS/SUGAR,NATGAS,SUGAR,1.25,0.1,35,0.8,0.6571,0.0248,0.007,144.5,56,0.625,0.5179,0.009,0.0002,62.2,38,67.9,20,52.6,-0.0068
NATGAS/SUGAR,NATGAS,SUGAR,1.25,0.2,35,0.8,0.6571,0.0248,0.007,144.5,55,0.5273,0.4727,0.0101,0.0001,73.2,34,61.8,17,50.0,-0.0069
NATGAS/SUGAR,NATGAS,SUGAR,1.25,0.3,35,0.8,0.6571,0.0248,0.007,144.5,55,0.5455,0.4909,0.0065,-0.004,78.1,33,60.0,17,51.5,-0.011
NATGAS/SUGAR,NATGAS,SUGAR,1.25,0.5,35,0.8,0.6571,0.0248,0.007,144.5,54,0.5926,0.537,0.0138,0.0022,87.3,25,46.3,12,48.0,-0.0048
NATGAS/SUGAR,NATGAS,SUGAR,1.25,0.75,35,0.8,0.6571,0.0248,0.007,144.5,51,0.6078,0.5098,0.0155,0.0032,94.1,20,39.2,9,45.0,-0.0038
NATGAS/SUGAR,NATGAS,SUGAR,1.0,0.1,35,0.8,0.6571,0.0248,0.007,144.5,52,0.7115,0.6538,0.0178,0.0081,70.2,32,61.5,16,50.0,0.0011
NATGAS/SUGAR,NATGAS,SUGAR,1.0,0.2,35,0.8,0.6571,0.0248,0.007,144.5,52,0.7308,0.6346,0.0167,0.0061,78.0,29,55.8,15,51.7,-0.0009
NATGAS/SUGAR,NATGAS,SUGAR,1.0,0.3,35,0.8,0.6571,0.0248,0.007,144.5,52,0.6731,0.5577,0.0152,0.0041,83.1,27,51.9,15,55.6,-0.0029
NATGAS/SUGAR,NATGAS,SUGAR,1.0,0.5,35,0.8,0.6571,0.0248,0.007,144.5,51,0.5882,0.5098,0.0159,0.0037,92.9,23,45.1,11,47.8,-0.0033
NATGAS/SUGAR,NATGAS,SUGAR,1.0,0.75,35,0.8,0.6571,0.0248,0.007,144.5,50,0.66,0.6,0.0218,0.0089,100.0,17,34.0,8,47.1,0.0019
NATGAS/SUGAR,NATGAS,SUGAR,0.75,0.1,35,0.8,0.6571,0.0248,0.007,144.5,44,0.7045,0.6591,0.016,0.0031,99.5,25,56.8,16,64.0,-0.004
NATGAS/SUGAR,NATGAS,SUGAR,0.75,0.2,35,0.8,0.6571,0.0248,0.007,144.5,44,0.7045,0.6591,0.0147,0.0015,102.0,23,52.3,15,65.2,-0.0055
NATGAS/SUGAR,NATGAS,SUGAR,0.75,0.3,35,0.8,0.6571,0.0248,0.007,144.5,44,0.7045,0.6136,0.015,0.0013,106.6,18,40.9,13,72.2,-0.0057
NATGAS/SUGAR,NATGAS,SUGAR,0.75,0.5,35,0.8,0.6571,0.0248,0.007,144.5,44,0.7045,0.5909,0.0165,0.0023,111.5,14,31.8,10,71.4,-0.0047
NATGAS/SUGAR,NATGAS,SUGAR,0.75,0.75,35,0.8,0.6571,0.0248,0.007,144.5,44,0.6818,0.5682,0.0166,0.0019,115.7,12,27.3,8,66.7,-0.0051
NATGAS/SUGAR,NATGAS,SUGAR,0.5,0.1,35,0.8,0.6571,0.0248,0.007,144.5,39,0.6667,0.5897,0.0146,-0.0008,122.1,19,48.7,14,73.7,-0.0078
NATGAS/SUGAR,NATGAS,SUGAR,0.5,0.2,35,0.8,0.6571,0.0248,0.007,144.5,39,0.641,0.5897,0.014,-0.0015,123.3,17,43.6,13,76.5,-0.0085
NATGAS/SUGAR,NATGAS,SUGAR,0.5,0.3,35,0.8,0.6571,0.0248,0.007,144.5,39,0.6667,0.6154,0.0147,-0.001,124.9,15,38.5,11,73.3,-0.008
NATGAS/SUGAR,NATGAS,SUGAR,0.5,0.5,35,0.8,0.6571,0.0248,0.007,144.5,39,0.6923,0.6154,0.0168,0.0008,128.2,9,23.1,7,77.8,-0.0062
NATGAS/SUGAR,NATGAS,SUGAR,0.5,0.75,35,0.8,0.6571,0.0248,0.007,144.5,39,0.7692,0.6154,0.0232,0.0066,132.9,4,10.3,3,75.0,-0.0004
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.5,0.1,31,0.7097,0.6129,0.001,-0.0177,151.7,54,0.5556,0.4815,-0.0045,-0.0136,65.1,36,66.7,12,33.3,0.004
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.5,0.2,31,0.7097,0.6129,0.001,-0.0177,151.7,53,0.4906,0.4528,-0.004,-0.014,72.6,32,60.4,12,37.5,0.0037
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.5,0.3,31,0.7097,0.6129,0.001,-0.0177,151.7,52,0.4808,0.4423,-0.0039,-0.0145,77.9,30,57.7,12,40.0,0.0032
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.5,0.5,31,0.7097,0.6129,0.001,-0.0177,151.7,50,0.54,0.52,0.0099,-0.0021,91.5,20,40.0,8,40.0,0.0155
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.5,0.75,31,0.7097,0.6129,0.001,-0.0177,151.7,44,0.5455,0.5227,0.0054,-0.0085,108.5,13,29.5,6,46.2,0.0092
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.25,0.1,31,0.7097,0.6129,0.001,-0.0177,151.7,44,0.6364,0.5682,0.0013,-0.0102,86.9,25,56.8,10,40.0,0.0074
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.25,0.2,31,0.7097,0.6129,0.001,-0.0177,151.7,44,0.6136,0.5909,0.0025,-0.0094,90.0,23,52.3,9,39.1,0.0083
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.25,0.3,31,0.7097,0.6129,0.001,-0.0177,151.7,44,0.6136,0.5682,-0.0019,-0.0139,91.2,23,52.3,9,39.1,0.0037
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.25,0.5,31,0.7097,0.6129,0.001,-0.0177,151.7,42,0.5,0.4762,-0.0051,-0.0185,104.0,18,42.9,8,44.4,-0.0009
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.25,0.75,31,0.7097,0.6129,0.001,-0.0177,151.7,41,0.5854,0.561,0.0102,-0.004,111.2,11,26.8,4,36.4,0.0136
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.0,0.1,31,0.7097,0.6129,0.001,-0.0177,151.7,39,0.5897,0.5385,-0.0042,-0.0163,92.4,23,59.0,11,47.8,0.0014
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.0,0.2,31,0.7097,0.6129,0.001,-0.0177,151.7,39,0.641,0.5641,-0.0021,-0.0148,97.2,20,51.3,10,50.0,0.0029
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.0,0.3,31,0.7097,0.6129,0.001,-0.0177,151.7,39,0.641,0.5897,0.0004,-0.0129,103.5,17,43.6,9,52.9,0.0047
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.0,0.5,31,0.7097,0.6129,0.001,-0.0177,151.7,39,0.641,0.5897,0.0043,-0.0097,109.2,13,33.3,6,46.2,0.008
NATGAS/SOYBEANS,NATGAS,SOYBEANS,1.0,0.75,31,0.7097,0.6129,0.001,-0.0177,151.7,39,0.5641,0.5385,0.0052,-0.0093,114.0,11,28.2,5,45.5,0.0084
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.75,0.1,31,0.7097,0.6129,0.001,-0.0177,151.7,36,0.6389,0.6111,-0.0061,-0.0202,110.6,19,52.8,9,47.4,-0.0026
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.75,0.2,31,0.7097,0.6129,0.001,-0.0177,151.7,36,0.6667,0.5833,-0.0067,-0.0213,115.3,17,47.2,8,47.1,-0.0037
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.75,0.3,31,0.7097,0.6129,0.001,-0.0177,151.7,36,0.6667,0.5556,-0.006,-0.0212,120.8,15,41.7,8,53.3,-0.0036
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.75,0.5,31,0.7097,0.6129,0.001,-0.0177,151.7,36,0.6667,0.6111,0.0043,-0.0113,124.4,9,25.0,5,55.6,0.0064
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.75,0.75,31,0.7097,0.6129,0.001,-0.0177,151.7,36,0.6389,0.6111,0.0077,-0.0086,130.1,6,16.7,3,50.0,0.0091
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.5,0.1,31,0.7097,0.6129,0.001,-0.0177,151.7,35,0.6857,0.6,-0.0029,-0.0177,116.4,18,51.4,10,55.6,-0.0
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.5,0.2,31,0.7097,0.6129,0.001,-0.0177,151.7,35,0.6857,0.5714,-0.0021,-0.0171,118.5,16,45.7,8,50.0,0.0005
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.5,0.3,31,0.7097,0.6129,0.001,-0.0177,151.7,35,0.6857,0.5714,-0.0048,-0.0202,121.6,13,37.1,7,53.8,-0.0025
NATGAS/SOYBEANS,NATGAS,SOYBEANS,0.5,0.5,31,0.7097,0.6129,0.001,-0.0177,151.7,35,0.7143,0.6,-0.0029,-0.0189,128.1,9,25.7,5,55.6,-0.0013
